Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
3941,High Security Vacation,19487557,0,19487557,2009.csv,2009,0.0,1.0
3942,The Lion King 2002 IMAX Release,19486215,15686215,3800000,2002.csv,2002,0.8049903483051993,0.19500965169480067
3943,2046,19470239,1444588,18025651,2004.csv,2004,0.0741946721866126,0.9258053278133874
3944,Vanity Fair,19463185,16136476,3326709,2004.csv,2004,0.8290768443088836,0.17092315569111632
3945,Doug's 1st Movie,19440089,19440089,0,1999.csv,1999,1.0,0.0
3946,Buried,19439764,1044143,18395621,2010.csv,2010,0.05371171172654154,0.9462882882734585
3947,The Turning,19428166,15472775,3955391,2020.csv,2020,0.7964094500736714,0.2035905499263286
3948,Kamen Rider Decade: All Riders vs. Dai-Shocker,19418091,0,19418091,2009.csv,2009,0.0,1.0
3949,Get Carter,19412993,14967182,4445811,2000.csv,2000,0.7709878636436948,0.2290121363563053
3950,The Specials,19363826,0,19363826,2019.csv,2019,0.0,1.0
3951,Tuck Everlasting,19344615,19161999,182616,2002.csv,2002,0.9905598534786038,0.009440146521396265
3952,Rock Star,19334145,17008282,2325863,2001.csv,2001,0.8797017918299465,0.12029820817005354
3953,Ballad,19328678,0,19328678,2009.csv,2009,0.0,1.0
3954,Duplex,19322135,9692135,9630000,2003.csv,2003,0.5016078709728505,0.4983921290271494
3955,The White Ribbon,19319671,2222862,17096809,2009.csv,2009,0.115056928246863,0.884943071753137
3956,Celda 211,19300483,0,19300483,2009.csv,2009,0.0,1.0
3957,Deep Blue,19288261,132261,19156000,2003.csv,2003,0.006857072288683775,0.9931429277113162
3958,Summer of Sam,19288130,19288130,0,1999.csv,1999,1.0,0.0
3959,Mapado,19286223,0,19286223,2005.csv,2005,0.0,1.0
3960,O,19260537,16025437,3235100,2001.csv,2001,0.8320347973683184,0.16796520263168155
3961,Les Tuche 4,19259766,0,19259766,2021.csv,2021,0.0,1.0
3962,The Servant,19259164,0,19259164,2010.csv,2010,0.0,1.0
3963,Fate/Stay Night: Heaven's Feel - III. Spring Song,19252497,200000,19052497,2020.csv,2020,0.010388262883510644,0.9896117371164893
3964,Half Past Dead,19233280,15567860,3665420,2002.csv,2002,0.809423041727672,0.19057695827232796
3965,Windstruck,19225992,0,19225992,2004.csv,2004,0.0,1.0
3966,Martin Lawrence Live: Runteldat,19184820,19184820,0,2002.csv,2002,1.0,0.0
3967,Lyubov 2 Morkov,19171562,0,19171562,2008.csv,2008,0.0,1.0
3968,How to Lose Friends & Alienate People,19152009,2778752,16373257,2008.csv,2008,0.14508932196094937,0.8549106780390506
3969,The Weather Man,19126398,12482775,6643623,2005.csv,2005,0.6526464104741521,0.347353589525848
3970,Dear Evan Hansen,19123789,15002646,4121143,2021.csv,2021,0.7845017532874892,0.21549824671251078
3971,Norwegian Wood,19115721,13000,19102721,2010.csv,2010,0.000680068515333531,0.9993199314846665
3972,Bhool Bhulaiyaa,19073095,1097797,17975298,2007.csv,2007,0.05755736025013245,0.9424426397498675
3973,Always Miss You,19015465,91884,18923581,2019.csv,2019,0.0048320669518205316,0.9951679330481795
3974,A Mighty Heart,19008745,9176787,9831958,2007.csv,2007,0.4827665897985375,0.5172334102014625
3975,Akeelah and the Bee,18948425,18848430,99995,2006.csv,2006,0.9947227803893991,0.005277219610600881
3976,The Corsican File,18922216,0,18922216,2004.csv,2004,0.0,1.0
3977,The Man Who Wasn't There,18916623,7504257,11412366,2001.csv,2001,0.3967017263070687,0.6032982736929313
3978,The Curse of the Jade Scorpion,18914307,7517191,11397116,2001.csv,2001,0.3974341222229289,0.602565877777071
3979,Beast,18911959,0,18911959,2022.csv,2022,0.0,1.0
3980,Feardotcom,18902015,13258249,5643766,2002.csv,2002,0.7014198750768106,0.2985801249231894
3981,The Pioneer,18900000,0,18900000,2021.csv,2021,0.0,1.0
3982,The Green Knight,18888418,17173321,1715097,2021.csv,2021,0.9091984834304281,0.09080151656957189
3983,An Officer and a Spy,18878658,0,18878658,2019.csv,2019,0.0,1.0
3984,Head Over Heels,18876082,0,18876082,2010.csv,2010,0.0,1.0
3985,Taras Bulba,18874808,0,18874808,2009.csv,2009,0.0,1.0
3986,The Wild Guys 4,18873863,0,18873863,2007.csv,2007,0.0,1.0
3987,Antlers,18867659,10619670,8247989,2021.csv,2021,0.5628504309941154,0.43714956900588464
3988,Kitaro,18856642,0,18856642,2007.csv,2007,0.0,1.0
3989,The Counterfeiters,18814713,5488570,13326143,2007.csv,2007,0.291716913247627,0.708283086752373
3990,Sinkhole,18804231,0,18804231,2021.csv,2021,0.0,1.0
3991,Swing Girls,18758613,0,18758613,2004.csv,2004,0.0,1.0
3992,A Mighty Wind,18750246,17781006,969240,2003.csv,2003,0.948307878200638,0.051692121799361994
3993,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,18738951,0,18738951,2019.csv,2019,0.0,1.0
3994,Mobile Suit Gundam: Hathaway,18731309,0,18731309,2021.csv,2021,0.0,1.0
3995,Look at Me,18729751,1737308,16992443,2004.csv,2004,0.09275659884640218,0.9072434011535978
3996,Iznogoud- Caliph Instead of the Caliph,18725588,0,18725588,2005.csv,2005,0.0,1.0
3997,Detective Conan: Strategy Above the Depths,18723952,0,18723952,2005.csv,2005,0.0,1.0
3998,3000 Miles to Graceland,18720175,15749959,2970216,2001.csv,2001,0.8413360986208729,0.15866390137912706
3999,13 Assassins,18689058,802778,17886280,2010.csv,2010,0.042954438902164035,0.957045561097836
4000,The Ninth Gate,18661336,18661336,0,2000.csv,2000,1.0,0.0
4001,Greta,18653107,10532219,8120888,2019.csv,2019,0.56463617562479,0.43536382437521
4002,Waiting...,18637690,16124543,2513147,2005.csv,2005,0.8651578065736687,0.13484219342633127
4003,Max Keeble's Big Move,18634654,17294293,1340361,2001.csv,2001,0.9280715917773413,0.07192840822265871
4004,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",18623382,0,18623382,2001.csv,2001,0.0,1.0
4005,An Unfinished Life,18618284,8586392,10031892,2005.csv,2005,0.46118063297347917,0.5388193670265208
4006,My Father and My Son,18612999,0,18612999,2005.csv,2005,0.0,1.0
4007,De-Lovely,18611951,13456633,5155318,2004.csv,2004,0.7230103388946167,0.2769896611053833
4008,Ho voglia di te,18594142,0,18594142,2007.csv,2007,0.0,1.0
4009,Empire,18591272,17600423,990849,2002.csv,2002,0.9467035391661205,0.05329646083387947
4010,Keeping Mum,18575768,1619466,16956302,2005.csv,2005,0.0871816443874622,0.9128183556125378
4011,See No Evil,18564467,15032800,3531667,2006.csv,2006,0.8097620039401078,0.19023799605989228
4012,The Thirteenth Floor,18564088,11916661,6647427,1999.csv,1999,0.6419200878599585,0.3580799121400416
4013,An Ideal Husband,18542974,18542974,0,1999.csv,1999,1.0,0.0
4014,Turetskiy gambit,18520000,0,18520000,2005.csv,2005,0.0,1.0
4015,Saawariya,18513120,885574,17627546,2007.csv,2007,0.04783494084195425,0.9521650591580457
4016,Green Zone 2010 Re-release,18495045,0,18495045,2010.csv,2010,0.0,1.0
4017,My Baby's Daddy,18490423,17669317,821106,2004.csv,2004,0.955592903418164,0.044407096581835906
4018,Hanbando,18483140,0,18483140,2006.csv,2006,0.0,1.0
4019,Loser,18404706,15618626,2786080,2000.csv,2000,0.848621325437092,0.151378674562908
4020,Bandidas,18381890,0,18381890,2006.csv,2006,0.0,1.0
4021,As It Is in Heaven,18318233,0,18318233,2005.csv,2005,0.0,1.0
4022,Bhool Bhulaiyaa 2,18307258,0,18307258,2022.csv,2022,0.0,1.0
4023,The World's Fastest Indian,18297690,5128124,13169566,2005.csv,2005,0.28026073236567023,0.7197392676343298
4024,Quai des illusions,18291248,0,18291248,2004.csv,2004,0.0,1.0
4025,Friends with Money,18245244,13368437,4876807,2006.csv,2006,0.7327080416134747,0.26729195838652525
4026,Daddy Day Camp,18197398,13235267,4962131,2007.csv,2007,0.7273164548030439,0.2726835451969562
4027,Antitrust,18195610,11328094,6867516,2001.csv,2001,0.6225729173135718,0.3774270826864282
4028,My Boss's Daughter,18191005,15550605,2640400,2003.csv,2003,0.8548513399891869,0.14514866001081303
4029,Voice of a Murderer,18160598,0,18160598,2007.csv,2007,0.0,1.0
4030,All the Pretty Horses,18133495,15540353,2593142,2000.csv,2000,0.8569971205219954,0.14300287947800466
4031,Takizawa Enbujo Zero,18091395,0,18091395,2020.csv,2020,0.0,1.0
4032,The Stronghold,18066143,0,18066143,2021.csv,2021,0.0,1.0
4033,Krrish,18041250,1430721,16610529,2006.csv,2006,0.07930276449802535,0.9206972355019747
4034,The Country Bears,18012097,16990825,1021272,2002.csv,2002,0.9433007716980427,0.05669922830195729
4035,Quills,17989227,7065332,10923895,2000.csv,2000,0.3927535074186345,0.6072464925813655
4036,Serial (Bad) Weddings 3,17979571,0,17979571,2022.csv,2022,0.0,1.0
4037,Night Watch 2005 Re-release,17939389,1502188,16437201,2005.csv,2005,0.08373685413700545,0.9162631458629945
4038,"Carry On, Munna Bhai",17897527,2217562,15679965,2006.csv,2006,0.12390326328324577,0.8760967367167543
4039,My Tutor Friend,17896209,0,17896209,2003.csv,2003,0.0,1.0
4040,Flyboys,17834865,13090630,4744235,2006.csv,2006,0.7339909777842445,0.2660090222157555
4041,The New World,17823920,0,17823920,2003.csv,2003,0.0,1.0
4042,Battle of the Warriors,17812601,0,17812601,2006.csv,2006,0.0,1.0
4043,Jail Breakers,17797711,0,17797711,2002.csv,2002,0.0,1.0
4044,The Rage: Carrie 2,17762705,17762705,0,1999.csv,1999,1.0,0.0
4045,The Last Kiss,17720347,1048950,16671397,2002.csv,2002,0.05919466475458974,0.9408053352454102
4046,The Promised Neverland,17710977,0,17710977,2020.csv,2020,0.0,1.0
4047,Joyeux Noel,17709155,1054361,16654794,2005.csv,2005,0.059537623336630124,0.9404623766633698
4048,Memories of Tomorrow,17696020,140200,17555820,2006.csv,2006,0.007922685440002894,0.9920773145599971
4049,Grave Decisions,17685834,0,17685834,2006.csv,2006,0.0,1.0
4050,You Are My Sunshine,17650142,0,17650142,2005.csv,2005,0.0,1.0
4051,Kaiji: Final Game,17645779,0,17645779,2020.csv,2020,0.0,1.0
4052,Palais royal!,17612135,0,17612135,2005.csv,2005,0.0,1.0
4053,Hitman: Agent Jun,17601351,0,17601351,2020.csv,2020,0.0,1.0
4054,Eye of the Beholder,17589705,16500786,1088919,1999.csv,1999,0.938093390423546,0.061906609576453955
4055,Orchestra Seats,17574836,2044858,15529978,2006.csv,2006,0.11635146979465413,0.8836485302053458
4056,Deliver Us from Eva,17573594,17573594,0,2003.csv,2003,1.0,0.0
4057,Roll Bounce,17500866,17380866,120000,2005.csv,2005,0.9931431964566781,0.006856803543321799
4058,Annapolis,17496992,17127992,369000,2006.csv,2006,0.9789106607581464,0.021089339241853685
4059,Rebound,17492014,16809014,683000,2005.csv,2005,0.9609536100302687,0.03904638996973133
4060,Bo Gia,17480489,350000,17130489,2021.csv,2021,0.020022323174140037,0.97997767682586
4061,"Paris, je t'aime",17471727,4899278,12572449,2006.csv,2006,0.2804117761226466,0.7195882238773534
4062,A Guy Thing,17432163,15545431,1886732,2003.csv,2003,0.8917671891893163,0.10823281081068367
4063,The Dry,17424378,364237,17060141,2021.csv,2021,0.020903873871423128,0.9790961261285769
4064,Frailty,17423030,13110448,4312582,2002.csv,2002,0.7524780706914929,0.2475219293085072
4065,Stormy Night,17379776,0,17379776,2005.csv,2005,0.0,1.0
4066,The Matador,17347231,12594698,4752533,2005.csv,2005,0.7260350657692862,0.27396493423071383
4067,Digimon Adventure: Last Evolution Kizuna,17337522,0,17337522,2020.csv,2020,0.0,1.0
4068,Would I Lie to You? 2,17317084,0,17317084,2003.csv,2003,0.0,1.0
4069,The Importance of Being Earnest,17290970,8384929,8906041,2002.csv,2002,0.4849310940913089,0.515068905908691
4070,Gintama: The Final,17252960,0,17252960,2021.csv,2021,0.0,1.0
4071,Railway Heroes,17223542,0,17223542,2021.csv,2021,0.0,1.0
4072,Promising Young Woman,17202213,6460965,10741248,2020.csv,2020,0.37558917564850525,0.6244108243514948
4073,Kinsey,17050017,10254979,6795038,2004.csv,2004,0.6014644442876509,0.39853555571234917
4074,Kung Pow: Enter the Fist,16994625,16037962,956663,2002.csv,2002,0.9437079076472709,0.056292092352729174
4075,Dead Weight,16987957,0,16987957,2002.csv,2002,0.0,1.0
4076,Legend No. 17,16977165,0,16977165,2021.csv,2021,0.0,1.0
4077,Bye Bye Morons,16955924,0,16955924,2020.csv,2020,0.0,1.0
4078,Jason X,16951798,13121555,3830243,2001.csv,2001,0.7740509295828089,0.22594907041719114
4079,Catch That Kid,16951702,16703799,247903,2004.csv,2004,0.9853759227244556,0.014624077275544368
4080,Sugar & Spice,16908947,13305101,3603846,2001.csv,2001,0.7868675086627216,0.21313249133727843
4081,Material Girls,16907725,11449638,5458087,2006.csv,2006,0.677183831650917,0.32281616834908305
4082,Zhara,16877870,0,16877870,2006.csv,2006,0.0,1.0
4083,Life or Something Like It,16872671,14448589,2424082,2002.csv,2002,0.8563308678276249,0.1436691321723751
4084,Aegis,16869261,0,16869261,2005.csv,2005,0.0,1.0
4085,The Good Girl,16856124,14018296,2837828,2002.csv,2002,0.8316440956414417,0.16835590435855835
4086,Femme Fatale,16838910,6630252,10208658,2002.csv,2002,0.3937459134825235,0.6062540865174765
4087,House of 1000 Corpses,16829545,12634962,4194583,2003.csv,2003,0.7507607603176437,0.24923923968235623
4088,Bringing Out the Dead,16797191,16797191,0,1999.csv,1999,1.0,0.0
4089,Paparazzi,16796512,15714234,1082278,2004.csv,2004,0.9355653126077604,0.06443468739223954
4090,House of Sand and Fog,16763804,13040288,3723516,2003.csv,2003,0.7778835877584825,0.22211641224151749
4091,Baaghi 3,16726510,721439,16005071,2020.csv,2020,0.043131472136147944,0.956868527863852
4092,Dogville,16680836,1535286,15145550,2003.csv,2003,0.0920389121984054,0.9079610878015946
4093,CyberWorld,16653900,11253900,5400000,2000.csv,2000,0.6757516257453209,0.32424837425467906
4094,Extreme,16653175,12475172,4178003,1999.csv,1999,0.7491167299929293,0.2508832700070707
4095,True Crime,16649768,16649768,0,1999.csv,1999,1.0,0.0
4096,Digimon: The Movie,16643191,9631153,7012038,2000.csv,2000,0.5786842799556888,0.4213157200443112
4097,The Dish,16575074,2552992,14022082,2000.csv,2000,0.1540259790092038,0.8459740209907962
4098,Your Turn to Kill,16511822,0,16511822,2021.csv,2021,0.0,1.0
4099,Cry Macho,16481544,10310734,6170810,2021.csv,2021,0.6255927235943428,0.37440727640565713
4100,They,16446271,12840842,3605429,2002.csv,2002,0.7807752894257914,0.2192247105742086
4101,Reminiscence,16430773,3900193,12530580,2021.csv,2021,0.2373712423633386,0.7626287576366614
4102,The Powerpuff Girls Movie,16426471,11412414,5014057,2002.csv,2002,0.6947575045181646,0.3052424954818354
4103,The Magdalene Sisters,16373112,306989,16066123,2002.csv,2002,0.018749581631152343,0.9812504183688476
4104,One Missed Call,16367880,0,16367880,2004.csv,2004,0.0,1.0
4105,"Nin x Nin: Ninja Hattori-kun, the Movie",16351134,0,16351134,2004.csv,2004,0.0,1.0
4106,Italian for Beginners,16349568,4544753,11804815,2000.csv,2000,0.27797388897370257,0.7220261110262974
4107,The Emperor's Club,16318449,14118751,2199698,2002.csv,2002,0.865201772545908,0.13479822745409198
4108,Rabbit-Proof Fence,16217411,6199600,10017811,2002.csv,2002,0.38228050087649623,0.6177194991235038
4109,Caché (Hidden),16197824,3647381,12550443,2005.csv,2005,0.22517722133540902,0.774822778664591
4110,Just Visiting,16176732,4781539,11395193,2001.csv,2001,0.2955812706793931,0.7044187293206069
4111,Birthday Girl,16171098,5142576,11028522,2002.csv,2002,0.31801031692467635,0.6819896830753236
4112,Iris,16153953,5594617,10559336,2001.csv,2001,0.3463311426002044,0.6536688573997956
4113,A Midsummer Night's Dream,16071990,16071990,0,1999.csv,1999,1.0,0.0
4114,I Still Believe,16069730,9868521,6201209,2020.csv,2020,0.6141062108697533,0.38589378913024674
4115,To Be and to Have,16063920,777129,15286791,2002.csv,2002,0.04837729520565341,0.9516227047943466
4116,Doraemon: Nobita and the Robot Kingdom,16053687,0,16053687,2002.csv,2002,0.0,1.0
4117,What the #$*! Do We (K)now!?,15998178,10942306,5055872,2004.csv,2004,0.6839720123129022,0.3160279876870979
4118,Upon the Magic Roads,15990882,0,15990882,2021.csv,2021,0.0,1.0
4119,Radhe Shyam,15954804,1860000,14094804,2022.csv,2022,0.11657930739857413,0.8834206926014259
4120,Freaky,15920855,9030855,6890000,2020.csv,2020,0.5672342974042537,0.43276570259574626
4121,Drowning Mona,15906764,15506764,400000,2000.csv,2000,0.974853464853065,0.025146535146934976
4122,Public Enemy,15897574,0,15897574,2002.csv,2002,0.0,1.0
4123,Before Sunset,15849759,5820649,10029110,2004.csv,2004,0.3672389592800749,0.6327610407199251
4124,Highlander: Endgame,15843608,12811858,3031750,2000.csv,2000,0.8086452277789251,0.1913547722210749
4125,Lucky Luke and the Daltons,15823762,0,15823762,2004.csv,2004,0.0,1.0
4126,The Great Yokai War,15787492,0,15787492,2005.csv,2005,0.0,1.0
4127,Kiss Kiss Bang Bang,15785148,4243756,11541392,2005.csv,2005,0.26884486607284264,0.7311551339271574
4128,The Gospel,15778152,15778152,0,2005.csv,2005,1.0,0.0
4129,Lantana,15747450,4623189,11124261,2001.csv,2001,0.2935833420649058,0.7064166579350942
4130,Enigma 2001 Re-release,15705007,4301582,11403425,2001.csv,2001,0.27389876362360105,0.7261012363763989
4131,Wunderschön,15603848,0,15603848,2022.csv,2022,0.0,1.0
4132,Facing Windows,15530077,543354,14986723,2003.csv,2003,0.03498720579427906,0.965012794205721
4133,Maison de retraite,15512671,0,15512671,2022.csv,2022,0.0,1.0
4134,Two Sons of Francisco,15508288,0,15508288,2005.csv,2005,0.0,1.0
4135,The Way Back,15480704,13590514,1890190,2020.csv,2020,0.8779002556989657,0.12209974430103437
4136,With a Friend Like Harry...,15472186,3830441,11641745,2001.csv,2001,0.24756947725421605,0.7524305227457839
4137,Bait,15471969,15325127,146842,2000.csv,2000,0.9905091588536663,0.009490841146333735
4138,Operation Mincemeat,15466867,0,15466867,2022.csv,2022,0.0,1.0
4139,Zelary,15461305,330033,15131272,2003.csv,2003,0.02134574022050532,0.9786542597794947
4140,The Night House,15437703,7100581,8337122,2021.csv,2021,0.45995061571012213,0.5400493842898778
4141,The Greatest Game Ever Played,15431177,15337393,93784,2005.csv,2005,0.9939224337845389,0.006077566215461076
4142,Blacklight,15412319,9591094,5821225,2022.csv,2022,0.6223005116880853,0.37769948831191463
4143,Padre no hay más que uno 2: La llegada de la suegra,15373181,0,15373181,2020.csv,2020,0.0,1.0
4144,Harry Potter and the Sorcerer's Stone 2021 Re-release,15372357,799342,14573015,2021.csv,2021,0.0519986622741067,0.9480013377258933
4145,Alex & Emma,15368897,14218698,1150199,2003.csv,2003,0.9251606019612207,0.07483939803877923
4146,Drive My Car,15334331,2352240,12982091,2021.csv,2021,0.15339697571416713,0.8466030242858329
4147,Minari,15312445,3110580,12201865,2021.csv,2021,0.20314064801538878,0.7968593519846112
4148,Brother,15250594,450594,14800000,2001.csv,2001,0.029545996700194106,0.9704540032998059
4149,Hey Arnold! The Movie,15249308,13728902,1520406,2002.csv,2002,0.9002967216610748,0.09970327833892528
4150,Bheemla Nayak,15243922,0,15243922,2022.csv,2022,0.0,1.0
4151,Something About Love,15204017,0,15204017,2021.csv,2021,0.0,1.0
4152,Transamerica,15151744,9015303,6136441,2005.csv,2005,0.5950010111047283,0.40499898889527175
4153,Surviving Christmas,15125687,11663156,3462531,2004.csv,2004,0.7710827283415292,0.22891727165847078
4154,The Dreamers,15121165,2532228,12588937,2003.csv,2003,0.1674624937959476,0.8325375062040524
4155,Anita,15026604,556632,14469972,2021.csv,2021,0.03704310035720646,0.9629568996427935
4156,Boat Trip,15020293,8600126,6420167,2002.csv,2002,0.5725671263536604,0.42743287364633964
4157,Oldboy,14980005,707481,14272524,2003.csv,2003,0.0472283553977452,0.9527716446022548
4158,Undisputed,14946150,12764657,2181493,2002.csv,2002,0.8540431482354988,0.14595685176450124
4159,"Murder, Take One",14915208,0,14915208,2005.csv,2005,0.0,1.0
4160,The Last Trapper,14905929,0,14905929,2004.csv,2004,0.0,1.0
4161,Election,14902041,14902041,0,1999.csv,1999,1.0,0.0
4162,Battle Royale II,14899584,0,14899584,2003.csv,2003,0.0,1.0
4163,Firestarter,14889250,9589250,5300000,2022.csv,2022,0.6440384841412429,0.3559615158587572
4164,Raise Your Voice,14867514,10411980,4455534,2004.csv,2004,0.7003174841469798,0.2996825158530202
4165,Josie and the Pussycats,14866015,14271015,595000,2001.csv,2001,0.9599758240523771,0.040024175947622816
4166,Music of the Heart,14859394,14859394,0,1999.csv,1999,1.0,0.0
4167,Supernova,14828081,14230455,597626,2000.csv,2000,0.9596963356215817,0.040303664378418216
4168,Soul Plane,14821824,14190750,631074,2004.csv,2004,0.9574226491962123,0.04257735080378771
4169,One Piece: Dead End Adventure,14817006,0,14817006,2003.csv,2003,0.0,1.0
4170,Possession,14815898,10113733,4702165,2002.csv,2002,0.6826270672219801,0.3173729327780199
4171,Out Cold,14782676,13906394,876282,2001.csv,2001,0.940722369887563,0.059277630112437016
4172,The Triplets of Belleville,14776760,7007149,7769611,2003.csv,2003,0.47420063667542817,0.5257993633245718
4173,Super-héros malgré lui,14771200,0,14771200,2022.csv,2022,0.0,1.0
4174,Most Beautiful Week in My Life,14765033,0,14765033,2005.csv,2005,0.0,1.0
4175,Iron Monkey,14694904,14694904,0,2001.csv,2001,1.0,0.0
4176,Together with You,14687167,1151941,13535226,2003.csv,2003,0.07843180376447002,0.92156819623553
4177,Samurai Commando Mission 1549,14648713,0,14648713,2005.csv,2005,0.0,1.0
4178,Half a Confession,14638660,0,14638660,2004.csv,2004,0.0,1.0
4179,Welcome to Mooseport,14615099,14470947,144152,2004.csv,2004,0.9901367756728846,0.009863224327115403
4180,Crayon Shin-chan: Mononoke Ninja Chinpuden,14609977,0,14609977,2022.csv,2022,0.0,1.0
4181,Together,14572229,1034829,13537400,2001.csv,2001,0.07101377558642538,0.9289862244135746
4182,Hollywood Ending,14569744,4850753,9718991,2002.csv,2002,0.33293330342660793,0.6670666965733921
4183,Envy,14494036,13562325,931711,2004.csv,2004,0.9357176289613189,0.06428237103868101
4184,Malena,14493284,3448233,11045051,2000.csv,2000,0.23791937010273173,0.7620806298972683
4185,Tea with Mussolini,14401563,14401563,0,1999.csv,1999,1.0,0.0
4186,I Dreamed of Africa,14400327,6651522,7748805,2000.csv,2000,0.4619007610035522,0.5380992389964477
4187,The Tomorrow War,14400000,0,14400000,2021.csv,2021,0.0,1.0
4188,The Personal History of David Copperfield,14399270,1876298,12522972,2020.csv,2020,0.130305077965758,0.869694922034242
4189,How to Deal,14390329,14195227,195102,2003.csv,2003,0.986442144581962,0.013557855418038044
4190,And So the Baton Is Passed,14368469,0,14368469,2021.csv,2021,0.0,1.0
4191,Being Julia,14339171,7739049,6600122,2004.csv,2004,0.5397138370133113,0.4602861629866887
4192,Freddy Got Fingered,14333252,14254993,78259,2001.csv,2001,0.9945400387853364,0.005459961214663637
4193,Nightlife,14308789,0,14308789,2020.csv,2020,0.0,1.0
4194,Stealing Harvard,14277032,14036406,240626,2002.csv,2002,0.9831459367745341,0.01685406322546591
4195,Blood Rain,14270938,0,14270938,2005.csv,2005,0.0,1.0
4196,X,14257609,11765309,2492300,2022.csv,2022,0.8251950940722249,0.17480490592777512
4197,The Duke,14213589,1520977,12692612,2022.csv,2022,0.10700865207232318,0.8929913479276769
4198,Sarkaru Vaari Paata,14199018,0,14199018,2022.csv,2022,0.0,1.0
4199,Pawn,14193957,0,14193957,2020.csv,2020,0.0,1.0
4200,Proof,14189860,7535331,6654529,2005.csv,2005,0.5310363174830478,0.46896368251695225
4201,What Planet Are You From?,14145677,6291602,7854075,2000.csv,2000,0.4447720671128006,0.5552279328871994
4202,Godzilla Against MechaGodzilla,14122958,0,14122958,2002.csv,2002,0.0,1.0
4203,Football Days,14117202,0,14117202,2003.csv,2003,0.0,1.0
4204,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,14059824,0,14059824,2021.csv,2021,0.0,1.0
4205,The Quintessential Quintuplets Movie,14045207,0,14045207,2022.csv,2022,0.0,1.0
4206,Sword Art Online: Progressive - Aria of a Starless Night,14037060,1050000,12987060,2021.csv,2021,0.07480198845057298,0.925198011549427
4207,Osmosis Jones,14026418,13596911,429507,2001.csv,2001,0.9693787109438775,0.030621289056122526
4208,In Too Deep,14011454,14011454,0,1999.csv,1999,1.0,0.0
4209,Ghosts of Mars,14010832,8709640,5301192,2001.csv,2001,0.621636174068749,0.3783638259312509
4210,Vizontele Tuuba,13954476,0,13954476,2004.csv,2004,0.0,1.0
4211,Idiots,13936317,0,13936317,2002.csv,2002,0.0,1.0
4212,Dirty Pretty Things,13904766,8112414,5792352,2002.csv,2002,0.5834268624153761,0.4165731375846239
4213,Touching the Void,13885802,4593598,9292204,2003.csv,2003,0.33081258108102074,0.6691874189189793
4214,French Spies,13844465,0,13844465,2004.csv,2004,0.0,1.0
4215,House of the Dead,13818181,10249719,3568462,2003.csv,2003,0.7417560241829225,0.25824397581707753
4216,Juwanna Mann,13802599,13670733,131866,2002.csv,2002,0.9904462920352899,0.009553707964710124
4217,The Ladies Man,13743212,13616610,126602,2000.csv,2000,0.9907880341218632,0.009211965878136785
4218,Christmas with the Chosen: The Messengers,13728000,13728000,0,2021.csv,2021,1.0,0.0
4219,American Outlaws,13678913,13342790,336123,2001.csv,2001,0.9754276527674385,0.024572347232561534
4220,Broker,13634553,0,13634553,2022.csv,2022,0.0,1.0
4221,Der Wixxer,13607165,0,13607165,2004.csv,2004,0.0,1.0
4222,Eiffel,13598267,438823,13159444,2021.csv,2021,0.0322705091759119,0.9677294908240881
4223,Anything Else,13585075,3212310,10372765,2003.csv,2003,0.23645876080919687,0.7635412391908032
4224,One Night at McCool's,13473370,6290673,7182697,2001.csv,2001,0.46689677489744585,0.5331032251025541
4225,OSS 117: From Africa with Love,13447941,0,13447941,2021.csv,2021,0.0,1.0
4226,School of Magical Animals,13441618,0,13441618,2021.csv,2021,0.0,1.0
4227,#Alive,13432212,0,13432212,2020.csv,2020,0.0,1.0
4228,One Piece: The Cursed Holy Sword,13422333,0,13422333,2004.csv,2004,0.0,1.0
4229,Trapped,13414416,7073251,6341165,2002.csv,2002,0.5272872855590582,0.47271271444094176
4230,Solarmax,13400161,13400161,0,2000.csv,2000,1.0,0.0
4231,Howling Village,13394556,0,13394556,2020.csv,2020,0.0,1.0
4232,Umizaru,13361623,0,13361623,2004.csv,2004,0.0,1.0
4233,RRRrrrr!!!,13315054,54361,13260693,2004.csv,2004,0.004082672139369469,0.9959173278606306
4234,Valimai,13276393,0,13276393,2022.csv,2022,0.0,1.0
4235,Vera Drake,13267869,3775283,9492586,2004.csv,2004,0.2845432827230959,0.7154567172769041
4236,The Mod Squad,13263993,13263993,0,1999.csv,1999,1.0,0.0
4237,Vidocq,13240767,0,13240767,2001.csv,2001,0.0,1.0
4238,Kal Ho Naa Ho,13200241,1991922,11208319,2003.csv,2003,0.15090042674220872,0.8490995732577913
4239,Come Play,13182254,10475990,2706264,2020.csv,2020,0.7947040013035707,0.2052959986964293
4240,Head Over Heels,13127022,10424470,2702552,2001.csv,2001,0.7941229930139524,0.20587700698604755
4241,Hostage: Missing Celebrity,13125970,0,13125970,2021.csv,2021,0.0,1.0
4242,Toei Spring Anime Fair,13107237,0,13107237,2002.csv,2002,0.0,1.0
4243,The Crew,13105853,13023075,82778,2000.csv,2000,0.9936838907013531,0.006316109298646948
